Item_Description,Amount,Traffic_Source,Session_Duration
Google Stickers,5,Organic Search,"2,244"
Google Stickers,5,Paid Search,844
Notebook,20,Referral,"3,123"
Android T-Shirt,20,Paid Search,467
Google Water Bottle,10,Social Media,"1,775"
Google Hoodie,124,Social Media,"2,141"
Google Stickers,5,Organic Search,998
Google Stickers,5,Direct,"2,098"
Android T-Shirt,20,Referral,"3,258"
Google Stickers,5,Direct,"3,270"
Google Hoodie,124,Organic Search,"1,087"
Android T-Shirt,20,Organic Search,"3,235"
Google Stickers,5,Direct,839
Canvas Tote,18,Social Media,"2,799"
Google Hoodie,124,Organic Search,565
Google Stickers,5,Direct,"2,313"
Google Stickers,5,Referral,"2,451"
Backpack,125,Organic Search,739
Greeting Cards,6,Referral,"3,234"
Google Stickers,5,Referral,"3,185"
Lanyard,6,Paid Search,"1,345"
Google Hoodie,124,Referral,"2,175"
Backpack,125,Referral,"1,880"
Greeting Cards,6,Organic Search,"1,158"
Lanyard,6,Paid Search,"1,500"
Android T-Shirt,20,Referral,268
Canvas Tote,18,Organic Search,"1,593"
Google Hoodie,124,Organic Search,"1,228"
Greeting Cards,6,Direct,501
Google Stickers,5,Direct,"1,188"
Notebook,20,Referral,"2,104"
Google Stickers,5,Direct,"2,639"
Notebook,20,Paid Search,"1,261"
Puffer Vest,115,Referral,"2,322"
Backpack,125,Referral,722
Google Stickers,5,Paid Search,"1,299"
Android T-Shirt,20,Social Media,"2,452"
Google Stickers,5,Organic Search,"3,293"
Backpack,125,Direct,"3,493"
Backpack,125,Social Media,"1,574"
YouTube Cap,15,Referral,"3,079"
Android T-Shirt,20,Organic Search,581
Google Stickers,5,Referral,"3,080"
Google Hoodie,124,Organic Search,"3,533"
Canvas Tote,18,Direct,349
Google Water Bottle,10,Paid Search,"3,430"
Google Stickers,5,Referral,"1,276"
Android T-Shirt,20,Paid Search,"3,528"
Google Stickers,5,Referral,"3,234"
Puffer Vest,115,Paid Search,"2,672"
Google Stickers,5,Organic Search,"1,613"
Backpack,125,Direct,"3,024"
Google Hoodie,124,Direct,211
Google Hoodie,124,Paid Search,"3,176"
Puffer Vest,115,Organic Search,"2,727"
Google Stickers,5,Organic Search,"2,656"
Backpack,125,Social Media,620
Google Stickers,5,Social Media,"3,545"
YouTube Cap,15,Referral,558
Puffer Vest,115,Paid Search,"1,276"
Backpack,125,Organic Search,"3,393"
Android T-Shirt,20,Direct,534
Google Hoodie,124,Direct,"3,591"
Google Stickers,5,Social Media,"1,516"
Android T-Shirt,20,Referral,"3,010"
Canvas Tote,18,Social Media,"1,340"
Lanyard,6,Direct,"2,732"
Google Stickers,5,Direct,"3,059"
Google Stickers,5,Direct,"2,977"
Google Stickers,5,Social Media,"1,721"
Google Stickers,5,Social Media,961
Google Water Bottle,10,Organic Search,"2,669"
Google Stickers,5,Social Media,"3,117"
Google Water Bottle,10,Paid Search,"1,858"
Puffer Vest,115,Referral,"3,258"
Lanyard,6,Social Media,"3,275"
Canvas Tote,18,Referral,494
Google Stickers,5,Social Media,"3,434"
Google Hoodie,124,Referral,179
Google Water Bottle,10,Referral,"1,413"
Google Stickers,5,Paid Search,422
Canvas Tote,18,Social Media,"3,366"
Backpack,125,Paid Search,536
Google Hoodie,124,Social Media,"1,631"
Backpack,125,Paid Search,"1,190"
Google Stickers,5,Referral,"3,402"
Google Stickers,5,Social Media,256
Greeting Cards,6,Social Media,"3,239"
Google Stickers,5,Referral,856
Google Stickers,5,Social Media,812
Google Stickers,5,Social Media,"1,902"
Google Stickers,5,Organic Search,"3,361"
Android T-Shirt,20,Social Media,103
Google Stickers,5,Paid Search,"2,730"
Google Stickers,5,Direct,"1,206"
Google Stickers,5,Paid Search,"2,092"
Canvas Tote,18,Direct,128
Canvas Tote,18,Referral,"2,090"
Backpack,125,Referral,543
Google Stickers,5,Social Media,"1,516"
Google Water Bottle,10,Referral,"1,461"
Lanyard,6,Referral,559
Canvas Tote,18,Referral,"1,171"
Puffer Vest,115,Paid Search,"1,794"
Greeting Cards,6,Direct,50
Google Stickers,5,Organic Search,"1,399"
Google Stickers,5,Direct,"3,471"
Greeting Cards,6,Direct,"1,323"
Google Stickers,5,Organic Search,180
Google Stickers,5,Social Media,106
Google Stickers,5,Referral,240
Greeting Cards,6,Social Media,"1,029"
Canvas Tote,18,Organic Search,"1,502"
Google Water Bottle,10,Organic Search,"2,112"
Android T-Shirt,20,Direct,"1,659"
Google Stickers,5,Organic Search,"2,871"
Notebook,20,Paid Search,"1,722"
Google Stickers,5,Referral,221
Google Stickers,5,Organic Search,"1,366"
Lanyard,6,Referral,"1,739"
Notebook,20,Organic Search,"2,430"
Android T-Shirt,20,Organic Search,"2,223"
Puffer Vest,115,Direct,76
Google Stickers,5,Direct,"3,312"
Google Stickers,5,Direct,328
Google Stickers,5,Direct,"1,194"
Google Stickers,5,Referral,347
Google Stickers,5,Direct,672
Google Water Bottle,10,Direct,"2,638"
Google Stickers,5,Referral,358
Google Stickers,5,Direct,"3,083"
Google Stickers,5,Referral,"1,585"
Google Water Bottle,10,Social Media,"1,102"
Google Water Bottle,10,Direct,"2,660"
Google Stickers,5,Referral,95
YouTube Cap,15,Paid Search,"3,314"
Canvas Tote,18,Organic Search,"2,522"
YouTube Cap,15,Organic Search,"1,503"
Google Stickers,5,Organic Search,"1,819"
Google Stickers,5,Direct,"1,648"
Google Stickers,5,Referral,"2,136"
Greeting Cards,6,Social Media,702
Google Stickers,5,Paid Search,"1,878"
Canvas Tote,18,Organic Search,"3,397"
Google Stickers,5,Social Media,"1,757"
Google Stickers,5,Direct,"2,803"
Lanyard,6,Paid Search,95
Greeting Cards,6,Direct,358
Google Stickers,5,Paid Search,"1,245"
Google Stickers,5,Direct,522
Puffer Vest,115,Organic Search,"2,405"
Greeting Cards,6,Referral,"3,485"
Greeting Cards,6,Direct,"1,659"
Google Hoodie,124,Referral,"3,204"
Google Water Bottle,10,Social Media,"3,524"
Google Stickers,5,Paid Search,"1,933"
Notebook,20,Social Media,"1,621"
Backpack,125,Direct,"2,945"
Android T-Shirt,20,Organic Search,"1,816"
Google Stickers,5,Paid Search,"1,097"
Greeting Cards,6,Referral,"1,245"
Android T-Shirt,20,Referral,"2,956"
Google Stickers,5,Social Media,468
Google Stickers,5,Paid Search,533
Lanyard,6,Paid Search,866
Google Stickers,5,Organic Search,752
Google Stickers,5,Organic Search,"3,365"
Google Stickers,5,Paid Search,"3,573"
Canvas Tote,18,Referral,"2,981"
Google Stickers,5,Direct,"2,100"
Google Stickers,5,Social Media,241
Android T-Shirt,20,Referral,"3,555"
Google Stickers,5,Paid Search,"2,477"
Google Stickers,5,Referral,"1,454"
Google Stickers,5,Organic Search,"1,346"
Google Hoodie,124,Organic Search,256
Google Stickers,5,Direct,26
Google Stickers,5,Paid Search,"1,899"
Google Hoodie,124,Referral,613
Greeting Cards,6,Direct,"2,973"
Lanyard,6,Organic Search,"3,249"
Google Stickers,5,Paid Search,"2,701"
Google Stickers,5,Social Media,355
Google Stickers,5,Social Media,"3,104"
Backpack,125,Referral,875
Canvas Tote,18,Social Media,"1,737"
Google Stickers,5,Paid Search,"2,695"
Google Stickers,5,Paid Search,"2,960"
Android T-Shirt,20,Referral,"3,243"
Lanyard,6,Direct,"3,470"
Google Stickers,5,Direct,327
Lanyard,6,Direct,"1,105"
Notebook,20,Organic Search,"2,477"
Google Stickers,5,Referral,"1,609"
Notebook,20,Social Media,"1,902"
YouTube Cap,15,Direct,"3,255"
Google Stickers,5,Paid Search,424
Google Hoodie,124,Paid Search,416
Puffer Vest,115,Paid Search,117
Canvas Tote,18,Paid Search,"2,969"
Greeting Cards,6,Social Media,"2,790"
Lanyard,6,Direct,"2,887"
Android T-Shirt,20,Social Media,558
Google Stickers,5,Organic Search,728
YouTube Cap,15,Paid Search,"1,389"
Android T-Shirt,20,Referral,494
Google Hoodie,124,Social Media,534
Google Stickers,5,Social Media,"1,737"
Google Hoodie,124,Social Media,"1,457"
Google Stickers,5,Social Media,259
Canvas Tote,18,Organic Search,"1,693"
Google Stickers,5,Direct,"3,470"
Google Stickers,5,Referral,"2,539"
Android T-Shirt,20,Direct,"2,725"
Google Stickers,5,Paid Search,"1,243"
Google Stickers,5,Direct,"1,508"
Puffer Vest,115,Paid Search,"2,806"
Google Hoodie,124,Social Media,301
Greeting Cards,6,Social Media,"2,239"
Notebook,20,Organic Search,"1,227"
Lanyard,6,Organic Search,"3,580"
Canvas Tote,18,Paid Search,"1,390"
Google Hoodie,124,Direct,"3,012"
Google Stickers,5,Organic Search,"1,724"
Google Stickers,5,Organic Search,"1,028"
Google Hoodie,124,Paid Search,"2,321"
Google Hoodie,124,Referral,"3,197"
Android T-Shirt,20,Organic Search,"3,542"
Google Stickers,5,Social Media,"3,497"
Google Hoodie,124,Direct,"2,279"
Google Hoodie,124,Social Media,"3,396"
Google Stickers,5,Organic Search,600
Google Stickers,5,Paid Search,"1,281"
Google Stickers,5,Paid Search,"2,934"
Google Stickers,5,Organic Search,558
Puffer Vest,115,Organic Search,"2,672"
YouTube Cap,15,Social Media,"1,862"
Google Stickers,5,Paid Search,"2,599"
Google Stickers,5,Direct,"1,967"
Google Stickers,5,Referral,"2,374"
Google Hoodie,124,Referral,"1,714"
Lanyard,6,Referral,"2,056"
YouTube Cap,15,Referral,"3,122"
Google Stickers,5,Organic Search,358
Backpack,125,Paid Search,"1,328"
YouTube Cap,15,Organic Search,50
Google Stickers,5,Organic Search,"1,864"
Google Water Bottle,10,Referral,403
Canvas Tote,18,Direct,"1,019"
Google Stickers,5,Referral,"2,659"
Google Stickers,5,Paid Search,897
Greeting Cards,6,Organic Search,"1,752"
Backpack,125,Direct,"2,252"
Google Stickers,5,Social Media,900
Notebook,20,Direct,"3,563"
Google Hoodie,124,Organic Search,810
Backpack,125,Direct,"3,277"
Greeting Cards,6,Paid Search,"2,068"
Google Stickers,5,Organic Search,"2,287"
Google Stickers,5,Organic Search,"2,697"
Canvas Tote,18,Organic Search,"3,036"
Backpack,125,Referral,"3,124"
Notebook,20,Social Media,"1,722"
Google Hoodie,124,Direct,"2,019"
Notebook,20,Direct,847
Puffer Vest,115,Social Media,463
Google Water Bottle,10,Direct,323
Canvas Tote,18,Social Media,"3,292"
Greeting Cards,6,Referral,"1,979"
Canvas Tote,18,Paid Search,"2,581"
Android T-Shirt,20,Referral,"1,354"
Notebook,20,Social Media,372
Google Stickers,5,Direct,"1,722"
Canvas Tote,18,Social Media,"2,836"
Google Stickers,5,Social Media,"1,940"
Google Stickers,5,Referral,"2,288"
Google Stickers,5,Direct,838
Android T-Shirt,20,Social Media,"1,940"
Greeting Cards,6,Referral,"1,143"
YouTube Cap,15,Social Media,568
Canvas Tote,18,Referral,"3,349"
Google Stickers,5,Paid Search,333
Backpack,125,Paid Search,505
Google Hoodie,124,Referral,"2,194"
Greeting Cards,6,Paid Search,"2,079"
Google Stickers,5,Social Media,"1,480"
Android T-Shirt,20,Social Media,"2,279"
Android T-Shirt,20,Referral,"2,696"
Google Hoodie,124,Referral,"1,968"
Google Water Bottle,10,Social Media,100
Google Stickers,5,Social Media,"2,153"
Lanyard,6,Referral,"3,354"
Google Stickers,5,Direct,853
Google Water Bottle,10,Paid Search,"3,354"
Google Water Bottle,10,Referral,"3,243"
Greeting Cards,6,Direct,"1,264"
Android T-Shirt,20,Referral,754
Backpack,125,Organic Search,438
Google Stickers,5,Direct,947
Google Hoodie,124,Direct,"1,854"
Google Water Bottle,10,Organic Search,963
Google Stickers,5,Referral,"1,609"
Google Stickers,5,Direct,"2,461"
Google Stickers,5,Referral,"3,570"
Google Hoodie,124,Referral,543
Google Hoodie,124,Referral,"1,182"
Google Stickers,5,Referral,"3,284"
Greeting Cards,6,Referral,"2,085"
Google Hoodie,124,Direct,"1,811"
Google Hoodie,124,Direct,"2,503"
Android T-Shirt,20,Direct,"2,099"
Google Hoodie,124,Organic Search,"3,434"
Puffer Vest,115,Direct,197
Google Hoodie,124,Paid Search,"1,771"
YouTube Cap,15,Direct,"3,228"
Google Stickers,5,Social Media,"1,028"
Android T-Shirt,20,Social Media,"2,314"
Canvas Tote,18,Referral,"2,859"
Google Stickers,5,Organic Search,"2,745"
Google Stickers,5,Paid Search,705
Google Stickers,5,Organic Search,"1,978"
Google Stickers,5,Direct,106
Notebook,20,Social Media,"1,308"
Google Stickers,5,Direct,"3,008"
Google Stickers,5,Direct,"1,502"
Android T-Shirt,20,Referral,"2,223"
Google Stickers,5,Paid Search,"3,101"
Google Hoodie,124,Direct,"2,107"
Google Hoodie,124,Social Media,919
Google Hoodie,124,Paid Search,11
Google Water Bottle,10,Direct,"1,883"
Google Stickers,5,Paid Search,"3,094"
Android T-Shirt,20,Paid Search,"2,797"
Google Hoodie,124,Referral,"1,361"
Google Hoodie,124,Paid Search,"3,294"
YouTube Cap,15,Organic Search,838
Google Stickers,5,Direct,"2,773"
Google Water Bottle,10,Direct,132
Google Water Bottle,10,Referral,"3,573"
Puffer Vest,115,Paid Search,"1,083"
Backpack,125,Direct,"1,502"
Google Water Bottle,10,Organic Search,690
Google Water Bottle,10,Social Media,"1,168"
Google Hoodie,124,Paid Search,45
Google Water Bottle,10,Paid Search,"1,994"
Google Stickers,5,Social Media,"1,944"
Android T-Shirt,20,Paid Search,"2,899"
YouTube Cap,15,Referral,"2,079"
Android T-Shirt,20,Social Media,"2,173"
Puffer Vest,115,Paid Search,"2,935"
Android T-Shirt,20,Paid Search,"1,836"
Google Hoodie,124,Social Media,"2,250"
Google Hoodie,124,Social Media,662
Google Water Bottle,10,Direct,"2,479"
Canvas Tote,18,Referral,"1,164"
Google Stickers,5,Referral,"1,362"
Google Stickers,5,Direct,"2,120"
Lanyard,6,Direct,746
Android T-Shirt,20,Paid Search,"2,630"
Google Stickers,5,Social Media,"1,540"
Android T-Shirt,20,Paid Search,"2,543"
Google Stickers,5,Referral,"1,251"
Google Stickers,5,Direct,"1,359"
Greeting Cards,6,Paid Search,"3,366"
Backpack,125,Organic Search,"2,669"
Puffer Vest,115,Referral,690
Google Stickers,5,Referral,"1,815"
Google Stickers,5,Social Media,"3,462"
Lanyard,6,Paid Search,"1,142"
Google Stickers,5,Social Media,225
Google Hoodie,124,Social Media,"2,698"
Google Stickers,5,Social Media,"2,632"
Google Stickers,5,Direct,"2,931"
Backpack,125,Paid Search,"2,448"
Google Stickers,5,Organic Search,745
Google Stickers,5,Referral,"1,540"
Google Stickers,5,Social Media,"1,882"
Backpack,125,Social Media,"3,156"
Greeting Cards,6,Referral,"3,470"
Android T-Shirt,20,Organic Search,"1,420"
Google Stickers,5,Organic Search,"3,275"
Greeting Cards,6,Direct,"1,740"
Lanyard,6,Paid Search,"2,910"
Google Hoodie,124,Direct,"2,766"
Google Stickers,5,Paid Search,39
Google Stickers,5,Social Media,407
Google Stickers,5,Organic Search,"1,315"
Android T-Shirt,20,Organic Search,"1,143"
Greeting Cards,6,Paid Search,950
Google Stickers,5,Direct,322
Google Stickers,5,Referral,"2,393"
Google Stickers,5,Paid Search,142
Backpack,125,Referral,"1,361"
Puffer Vest,115,Paid Search,778
Google Stickers,5,Referral,"3,049"
Greeting Cards,6,Organic Search,"2,167"
Lanyard,6,Direct,"2,248"
Backpack,125,Direct,"2,669"
Lanyard,6,Organic Search,"2,995"
Lanyard,6,Referral,"3,114"
Google Hoodie,124,Paid Search,287
Google Hoodie,124,Organic Search,"2,173"
Google Water Bottle,10,Direct,381
Google Stickers,5,Paid Search,532
Canvas Tote,18,Direct,"3,056"
Notebook,20,Referral,"1,323"
Google Stickers,5,Paid Search,"1,083"
Google Stickers,5,Organic Search,"2,520"
Google Stickers,5,Organic Search,"3,431"
Google Hoodie,124,Paid Search,"3,443"
Google Hoodie,124,Direct,"2,511"
Google Hoodie,124,Social Media,"3,351"
Google Stickers,5,Referral,657
Google Stickers,5,Referral,961
Google Stickers,5,Social Media,"2,766"
Canvas Tote,18,Referral,"2,977"
Google Stickers,5,Direct,"1,819"
Lanyard,6,Social Media,"1,175"
Google Stickers,5,Social Media,933
Canvas Tote,18,Referral,"3,517"
Google Stickers,5,Direct,866
Google Stickers,5,Paid Search,"2,437"
Google Stickers,5,Organic Search,"3,332"
Google Stickers,5,Organic Search,"2,022"
Puffer Vest,115,Organic Search,"1,760"
Backpack,125,Referral,"2,242"
YouTube Cap,15,Social Media,"3,294"
Google Water Bottle,10,Referral,"1,868"
Puffer Vest,115,Organic Search,"2,130"
Lanyard,6,Direct,"2,615"
Canvas Tote,18,Paid Search,"1,961"
Google Stickers,5,Social Media,"2,791"
Google Hoodie,124,Organic Search,534
Puffer Vest,115,Referral,"1,752"
Google Stickers,5,Direct,"2,051"
Google Stickers,5,Referral,333
Google Stickers,5,Paid Search,"3,430"
Canvas Tote,18,Referral,"3,306"
Google Stickers,5,Organic Search,"1,514"
Backpack,125,Social Media,810
Google Stickers,5,Social Media,"1,281"
YouTube Cap,15,Paid Search,"3,519"
Canvas Tote,18,Paid Search,"2,814"
Google Stickers,5,Direct,"1,191"
Notebook,20,Organic Search,886
Notebook,20,Organic Search,"1,794"
Google Stickers,5,Social Media,"3,065"
Google Stickers,5,Organic Search,"3,434"
Lanyard,6,Direct,"3,593"
Google Stickers,5,Paid Search,"1,481"
Google Hoodie,124,Social Media,"1,840"
Backpack,125,Social Media,"3,233"
Google Hoodie,124,Organic Search,39
Android T-Shirt,20,Organic Search,"1,149"
Google Stickers,5,Direct,"2,285"
Google Stickers,5,Organic Search,"2,210"
Puffer Vest,115,Organic Search,323
Greeting Cards,6,Direct,"1,624"
Google Stickers,5,Paid Search,"2,314"
Notebook,20,Direct,"3,340"
Canvas Tote,18,Direct,385
YouTube Cap,15,Social Media,"1,630"
Canvas Tote,18,Referral,"3,051"
Google Hoodie,124,Paid Search,929
Google Hoodie,124,Paid Search,106
Google Stickers,5,Referral,"1,858"
Canvas Tote,18,Social Media,"2,730"
Lanyard,6,Organic Search,"3,471"
Google Stickers,5,Paid Search,"2,518"
YouTube Cap,15,Paid Search,688
Google Stickers,5,Referral,240
Backpack,125,Organic Search,"1,965"
Google Stickers,5,Social Media,"1,257"
Google Stickers,5,Organic Search,"3,349"
Google Stickers,5,Referral,344
Google Stickers,5,Paid Search,"3,080"
Android T-Shirt,20,Organic Search,"2,886"
Google Stickers,5,Paid Search,385
Google Stickers,5,Referral,"2,796"
Google Hoodie,124,Paid Search,"3,035"
Notebook,20,Paid Search,"3,299"
Google Hoodie,124,Referral,"3,409"
Notebook,20,Direct,"2,867"
Google Stickers,5,Organic Search,"1,740"
Google Stickers,5,Organic Search,"1,600"
Greeting Cards,6,Direct,"1,137"
Lanyard,6,Organic Search,"1,625"
Greeting Cards,6,Referral,"2,698"
Notebook,20,Social Media,"2,486"
Backpack,125,Direct,"1,737"
Google Stickers,5,Social Media,"3,327"
Google Hoodie,124,Social Media,"3,130"
Google Water Bottle,10,Direct,"2,974"
Backpack,125,Referral,276
Google Stickers,5,Organic Search,"1,886"
Backpack,125,Referral,176
Google Water Bottle,10,Social Media,344
Google Stickers,5,Direct,"2,142"
Notebook,20,Social Media,"1,400"
Google Stickers,5,Paid Search,"1,624"
Google Stickers,5,Paid Search,"1,721"
Greeting Cards,6,Social Media,790
Google Water Bottle,10,Organic Search,"2,402"
Google Stickers,5,Organic Search,"2,854"
Lanyard,6,Social Media,"2,029"
Notebook,20,Organic Search,"3,308"
Google Stickers,5,Social Media,754
Google Stickers,5,Direct,838
Google Stickers,5,Social Media,"2,405"
Google Stickers,5,Referral,"2,506"
Google Hoodie,124,Referral,"2,864"
Notebook,20,Direct,"1,100"
Backpack,125,Social Media,"1,370"
Google Stickers,5,Referral,140
Google Stickers,5,Social Media,"1,037"
Google Water Bottle,10,Social Media,"3,090"
Android T-Shirt,20,Organic Search,"2,564"
YouTube Cap,15,Organic Search,217
Google Hoodie,124,Referral,"2,058"
Google Stickers,5,Social Media,"2,141"
Lanyard,6,Organic Search,859
Google Stickers,5,Direct,719
Notebook,20,Paid Search,743
Google Stickers,5,Direct,"1,811"
Google Stickers,5,Social Media,"1,788"
Android T-Shirt,20,Paid Search,"2,842"
Google Stickers,5,Organic Search,752
